,Survived,Age,SibSp,Parch,Fare,Pclass_2,Pclass_3,Sex_male,Embarked_Q,Embarked_S
73,0,0.04181151768990123,1,0,-0.3571902456652303,0,1,1,0,0
74,1,0.04181151768990123,0,0,0.488829060846959,0,1,1,0,1
75,0,0.04181151768990123,0,0,-0.4941137824804381,0,1,1,0,1
76,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
77,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
78,1,0.04181151768990123,0,2,-0.06447951085340105,1,0,1,0,1
79,1,0.04181151768990123,0,0,-0.39701844943123643,0,1,0,0,1
80,0,0.04181151768990123,0,0,-0.4669472126117495,0,1,1,0,1
81,1,0.04181151768990123,0,0,-0.4568855200677908,0,1,1,0,1
82,1,0.04181151768990123,0,0,-0.49134681703084937,0,1,0,1,0
83,0,0.04181151768990123,0,0,0.2997537592379044,0,0,1,0,1
84,1,0.04181151768990123,0,0,-0.43676213497987343,1,0,0,0,1
85,1,0.04181151768990123,3,0,-0.3291020247595151,0,1,0,0,1
86,0,0.04181151768990123,1,3,0.04368368399415512,0,1,1,0,1
87,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
88,1,0.04181151768990123,3,2,4.644392599719277,0,0,0,0,1
89,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
90,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
91,0,0.04181151768990123,0,0,-0.49000458724548535,0,1,1,0,1
92,0,0.04181151768990123,1,0,0.5829904043503421,0,0,1,0,1
93,0,0.04181151768990123,1,2,-0.23401903021910536,0,1,1,0,1
94,0,0.04181151768990123,0,0,-0.5021631365156051,0,1,1,0,1
95,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
96,0,0.04181151768990123,0,0,0.049302133110701724,0,0,1,0,0
97,1,0.04181151768990123,0,1,0.6269257910127921,0,0,1,0,0
98,1,0.04181151768990123,0,1,-0.1852198213809056,1,0,0,0,1
99,0,0.04181151768990123,1,0,-0.12484966611715333,1,0,1,0,1
100,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,0,0,1
101,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
102,0,0.04181151768990123,0,1,0.9072284465794115,0,0,1,0,1
103,0,0.04181151768990123,0,0,-0.47390587917515137,0,1,1,0,1
104,0,0.04181151768990123,2,0,-0.4885798515812607,0,1,1,0,1
105,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
106,1,0.04181151768990123,0,0,-0.4941137824804381,0,1,0,0,1
107,1,0.04181151768990123,0,0,-0.4915983593444484,0,1,1,0,1
108,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
109,1,0.04181151768990123,1,0,-0.16207792852980057,0,1,0,1,0
110,0,0.04181151768990123,0,0,0.39835834616869975,0,0,1,0,1
111,0,0.04181151768990123,1,0,-0.3571902456652303,0,1,0,0,0
112,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
113,0,0.04181151768990123,1,0,-0.4503454199142176,0,1,0,0,1
114,0,0.04181151768990123,0,0,-0.35710773978636984,0,1,0,0,0
115,0,0.04181151768990123,0,0,-0.4885798515812607,0,1,1,0,1
116,0,0.04181151768990123,0,0,-0.4921014439716463,0,1,1,1,0
117,0,0.04181151768990123,1,0,-0.22546659155674043,1,0,1,0,1
118,0,0.04181151768990123,0,1,4.332898697266385,0,0,1,0,0
119,0,0.04181151768990123,4,2,-0.01869880977838893,0,1,0,0,1
120,0,0.04181151768990123,2,0,0.8310111255589244,1,0,1,0,1
121,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
122,0,0.04181151768990123,1,0,-0.04293139010125909,1,0,1,0,0
123,1,0.04181151768990123,0,0,-0.3864536722600798,1,0,0,0,1
124,0,0.04181151768990123,0,1,0.9072284465794115,0,0,1,0,1
125,1,0.04181151768990123,1,0,-0.421836620260165,0,1,1,0,0
126,0,0.04181151768990123,0,0,-0.4921014439716463,0,1,1,1,0
127,1,0.04181151768990123,0,0,-0.5043424991206266,0,1,1,0,1
128,1,0.04181151768990123,1,1,-0.1981329975918222,0,1,0,0,0
129,0,0.04181151768990123,0,0,-0.5076970674147824,0,1,1,0,1
130,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,0
131,0,0.04181151768990123,0,0,-0.5061878135331885,0,1,1,0,1
132,0,0.04181151768990123,1,0,-0.3562685946282037,0,1,0,0,1
133,1,0.04181151768990123,1,0,-0.12484966611715333,1,0,0,0,1
134,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
135,0,0.04181151768990123,0,0,-0.34528525104721836,1,0,1,0,0
136,1,0.04181151768990123,0,2,-0.1191487111217463,0,0,0,0,1
137,0,0.04181151768990123,1,0,0.420494069765409,0,0,1,0,1
138,0,0.04181151768990123,0,0,-0.46258647506319783,0,1,1,0,1
139,0,0.04181151768990123,0,0,0.9457144205600537,0,0,1,0,0
140,0,0.04181151768990123,0,2,-0.3412605740296349,0,1,0,0,0
141,1,0.04181151768990123,0,0,-0.4921014439716463,0,1,0,0,1
142,1,0.04181151768990123,1,0,-0.3291020247595151,0,1,0,0,1
143,0,0.04181151768990123,0,0,-0.5122248290595638,0,1,1,1,0
144,0,0.04181151768990123,0,0,-0.416638749891956,1,0,1,0,1
145,0,0.04181151768990123,1,1,0.091476723577959,1,0,1,0,1
146,1,0.04181151768990123,0,0,-0.49117979293461966,0,1,1,0,1
147,0,0.04181151768990123,2,2,0.04368368399415512,0,1,0,0,1
148,0,0.04181151768990123,0,2,-0.12484966611715333,1,0,1,0,1
149,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
150,0,0.04181151768990123,0,0,-0.39601228017684065,1,0,1,0,1
151,1,0.04181151768990123,1,0,0.692159768452294,0,0,0,0,1
152,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
153,0,0.04181151768990123,0,2,-0.3562685946282037,0,1,1,0,1
154,0,0.04181151768990123,0,0,-0.5009054249476103,0,1,1,0,1
155,0,0.04181151768990123,0,1,0.5870995995852948,0,0,1,0,0
156,1,0.04181151768990123,0,0,-0.49243750450261453,0,1,0,1,0
157,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
158,0,0.04181151768990123,0,0,-0.4737388550789216,0,1,1,0,1
159,0,0.04181151768990123,8,2,0.7515237544616504,0,1,1,0,1
160,0,0.04181151768990123,0,1,-0.32407117848753575,0,1,1,0,1
161,1,0.04181151768990123,0,0,-0.3311143632683069,1,0,0,0,1
162,0,0.04181151768990123,0,0,-0.4915983593444484,0,1,1,0,1
163,0,0.04181151768990123,0,0,-0.4737388550789216,0,1,1,0,1
164,0,0.04181151768990123,4,1,0.15058916727371643,0,1,1,0,1
165,1,0.04181151768990123,0,2,-0.23502519947350126,0,1,1,0,1
166,1,0.04181151768990123,0,1,0.45872850143245203,0,0,0,0,1
167,0,0.04181151768990123,1,4,-0.08661523445011024,0,1,0,0,1
168,0,0.04181151768990123,0,0,-0.12635891999874713,0,0,1,0,1
169,0,0.04181151768990123,0,0,0.488829060846959,0,1,1,0,1
170,0,0.04181151768990123,0,0,0.026075722042227373,0,0,1,0,1
171,0,0.04181151768990123,4,1,-0.06196408771741136,0,1,1,1,0
172,1,0.04181151768990123,1,1,-0.4240179952036953,0,1,0,0,1
173,0,0.04181151768990123,0,0,-0.4885798515812607,0,1,1,0,1
174,0,0.04181151768990123,0,0,-0.030354274421310702,0,0,1,0,0
175,0,0.04181151768990123,1,1,-0.49000458724548535,0,1,1,0,1
176,0,0.04181151768990123,3,1,-0.1355814673845397,0,1,1,0,1
177,0,0.04181151768990123,0,0,-0.07026498406617734,0,0,0,0,0
178,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
179,0,0.04181151768990123,0,0,-0.6480576784030063,0,1,1,0,1
180,0,0.04181151768990123,8,2,0.7515237544616504,0,1,0,0,1
181,0,0.04181151768990123,0,0,-0.3452007328298491,1,0,1,0,0
182,0,0.04181151768990123,4,2,-0.016434928955998202,0,1,1,0,1
183,1,0.04181151768990123,2,1,0.13675434002577322,1,0,1,0,1
184,1,0.04181151768990123,0,2,-0.20484012184162512,0,1,0,0,1
185,0,0.04181151768990123,0,0,0.3581115759928649,0,0,1,0,1
186,1,0.04181151768990123,1,0,-0.33614520954028626,0,1,0,1,0
187,1,0.04181151768990123,0,0,-0.11378180431879872,0,0,1,0,1
188,0,0.04181151768990123,1,1,-0.33614520954028626,0,1,1,1,0
189,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
190,1,0.04181151768990123,0,0,-0.3864536722600798,1,0,0,0,1
191,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
192,1,0.04181151768990123,1,0,-0.49000458724548535,0,1,0,0,1
193,1,0.04181151768990123,1,1,-0.12484966611715333,1,0,1,0,1
194,1,0.04181151768990123,0,0,-0.090221345057865,0,0,0,0,0
195,1,0.04181151768990123,0,0,2.3004368033867255,0,0,0,0,0
196,0,0.04181151768990123,0,0,-0.4921014439716463,0,1,1,1,0
197,0,0.04181151768990123,0,1,-0.47893672544713073,0,1,1,0,1
198,1,0.04181151768990123,0,0,-0.4921014439716463,0,1,0,1,0
199,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,0,0,1
200,0,0.04181151768990123,0,0,-0.4568855200677908,0,1,1,0,1
201,0,0.04181151768990123,8,2,0.7515237544616504,0,1,1,0,1
202,0,0.04181151768990123,0,0,-0.5173401935489125,0,1,1,0,1
203,0,0.04181151768990123,0,0,-0.502666221142803,0,1,1,0,0
204,1,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
205,0,0.04181151768990123,0,1,-0.4375167619206703,0,1,0,0,1
206,0,0.04181151768990123,1,0,-0.3291020247595151,0,1,1,0,1
207,1,0.04181151768990123,0,0,-0.2699895810637577,0,1,1,0,0
208,1,0.04181151768990123,0,0,-0.4921014439716463,0,1,0,1,0
209,1,0.04181151768990123,0,0,-0.02423274067756619,0,0,1,0,0
210,0,0.04181151768990123,0,0,-0.5061878135331885,0,1,1,0,1
211,1,0.04181151768990123,0,0,-0.22546659155674043,1,0,0,0,1
212,0,0.04181151768990123,0,0,-0.5021631365156051,0,1,1,0,1
213,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
214,0,0.04181151768990123,1,0,-0.4921014439716463,0,1,1,1,0
215,1,0.04181151768990123,1,0,1.6314187674308405,0,0,0,0,0
216,1,0.04181151768990123,0,0,-0.4885798515812607,0,1,0,0,1
217,0,0.04181151768990123,1,0,-0.10472628102923591,1,0,1,0,1
218,1,0.04181151768990123,0,0,0.8871895797088635,0,0,0,0,0
219,0,0.04181151768990123,0,0,-0.43676213497987343,1,0,1,0,1
220,1,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
221,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
222,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
223,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
224,1,0.04181151768990123,1,0,1.1630469795095622,0,0,1,0,1
225,0,0.04181151768990123,0,0,-0.4599040278309784,0,1,1,0,1
226,1,0.04181151768990123,0,0,-0.43676213497987343,1,0,1,0,1
227,0,0.04181151768990123,0,0,-0.5021631365156051,0,1,1,0,1
228,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
229,0,0.04181151768990123,3,1,-0.1355814673845397,0,1,0,0,1
230,1,0.04181151768990123,1,0,1.0317418918109007,0,0,0,0,1
231,0,0.04181151768990123,0,0,-0.4915983593444484,0,1,1,0,1
232,0,0.04181151768990123,0,0,-0.3763919797161211,1,0,1,0,1
233,1,0.04181151768990123,4,2,-0.016434928955998202,0,1,0,0,1
234,0,0.04181151768990123,0,0,-0.43676213497987343,1,0,1,0,1
235,0,0.04181151768990123,0,0,-0.49612612098922976,0,1,0,0,1
236,0,0.04181151768990123,1,0,-0.12484966611715333,1,0,1,0,1
237,1,0.04181151768990123,0,2,-0.11981881984517397,1,0,0,0,1
238,0,0.04181151768990123,0,0,-0.43676213497987343,1,0,1,0,1
239,0,0.04181151768990123,0,0,-0.40104312644882,1,0,1,0,1
240,0,0.04181151768990123,1,0,-0.3571902456652303,0,1,0,0,0
241,1,0.04181151768990123,1,0,-0.33614520954028626,0,1,0,1,0
242,0,0.04181151768990123,0,0,-0.43676213497987343,1,0,1,0,1
243,0,0.04181151768990123,0,0,-0.5046785596515948,0,1,1,0,1
244,0,0.04181151768990123,0,0,-0.502666221142803,0,1,1,0,0
245,0,0.04181151768990123,2,0,1.1630469795095622,0,0,1,1,0
246,0,0.04181151768990123,0,0,-0.4915983593444484,0,1,0,0,1
247,1,0.04181151768990123,0,2,-0.3562685946282037,1,0,0,0,1
248,1,0.04181151768990123,1,1,0.40951072618442363,0,0,1,0,1
249,0,0.04181151768990123,1,0,-0.12484966611715333,1,0,1,0,1
250,0,0.04181151768990123,0,0,-0.5021631365156051,0,1,1,0,1
251,0,0.04181151768990123,1,1,-0.4375167619206703,0,1,0,0,1
252,0,0.04181151768990123,0,0,-0.11378180431879872,0,0,1,0,1
253,0,0.04181151768990123,1,0,-0.32407117848753575,0,1,1,0,1
254,0,0.04181151768990123,0,2,-0.24131375731347546,0,1,0,0,1
255,1,0.04181151768990123,0,2,-0.3412605740296349,0,1,0,0,0
256,1,0.04181151768990123,0,0,0.9457144205600537,0,0,0,0,0
257,1,0.04181151768990123,0,0,1.092615131701851,0,0,0,0,1
258,1,0.04181151768990123,0,0,9.661740104981659,0,0,0,0,0
259,1,0.04181151768990123,0,1,-0.12484966611715333,1,0,0,0,1
260,0,0.04181151768990123,0,0,-0.4921014439716463,0,1,1,1,0
261,1,0.04181151768990123,4,2,-0.016434928955998202,0,1,1,0,1
262,0,0.04181151768990123,1,1,0.9547699438496167,0,0,1,0,1
263,0,0.04181151768990123,0,0,-0.6480576784030063,0,0,1,0,1
264,0,0.04181151768990123,0,0,-0.4921014439716463,0,1,0,1,0
265,0,0.04181151768990123,0,0,-0.43676213497987343,1,0,1,0,1
266,0,0.04181151768990123,4,1,0.15058916727371643,0,1,1,0,1
267,1,0.04181151768990123,1,0,-0.4915983593444484,0,1,1,0,1
268,1,0.04181151768990123,0,1,2.440127305651522,0,0,0,0,1
269,1,0.04181151768990123,0,0,2.081343448242024,0,0,0,0,1
270,0,0.04181151768990123,0,0,-0.02423274067756619,0,0,1,0,1
271,1,0.04181151768990123,0,0,-0.6480576784030063,0,1,1,0,1
272,1,0.04181151768990123,0,1,-0.25565166918861654,1,0,0,0,1
273,0,0.04181151768990123,0,1,-0.05039314129185886,0,0,1,0,0
274,1,0.04181151768990123,0,0,-0.4921014439716463,0,1,0,1,0
275,1,0.04181151768990123,1,0,0.9207272132963864,0,0,0,0,1
276,0,0.04181151768990123,0,0,-0.4921014439716463,0,1,0,0,1
277,0,0.04181151768990123,0,0,-0.6480576784030063,1,0,1,0,1
278,0,0.04181151768990123,4,1,-0.06196408771741136,0,1,1,1,0
279,1,0.04181151768990123,1,1,-0.2405591303726785,0,1,0,0,1
280,0,0.04181151768990123,0,0,-0.4921014439716463,0,1,1,1,0
281,0,0.04181151768990123,0,0,-0.49000458724548535,0,1,1,0,1
282,0,0.04181151768990123,0,0,-0.4568855200677908,0,1,1,0,1
283,1,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
284,0,0.04181151768990123,0,0,-0.12484966611715333,0,0,1,0,1
285,0,0.04181151768990123,0,0,-0.4737388550789216,0,1,1,0,0
286,1,0.04181151768990123,0,0,-0.4568855200677908,0,1,1,0,1
287,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
288,1,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
289,1,0.04181151768990123,0,0,-0.4921014439716463,0,1,0,1,0
290,1,0.04181151768990123,0,0,0.9386712357792825,0,0,0,0,1
291,1,0.04181151768990123,1,0,1.1847641366964425,0,0,0,0,0
292,0,0.04181151768990123,0,0,-0.3889690953960695,1,0,1,0,0
293,0,0.04181151768990123,0,0,-0.4699657203749371,0,1,0,0,1
294,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
295,0,0.04181151768990123,0,0,-0.090221345057865,0,0,1,0,0
296,0,0.04181151768990123,0,0,-0.5025817029254338,0,1,1,0,0
297,0,0.04181151768990123,1,2,2.40164133167088,0,0,0,0,1
298,1,0.04181151768990123,0,0,-0.0342944332215249,0,0,1,0,1
299,1,0.04181151768990123,0,1,4.332898697266385,0,0,0,0,0
300,1,0.04181151768990123,0,0,-0.4921014439716463,0,1,0,1,0
301,1,0.04181151768990123,2,0,-0.18018897510892623,0,1,1,1,0
302,0,0.04181151768990123,0,0,-0.6480576784030063,0,1,1,0,1
303,1,0.04181151768990123,0,0,-0.3995338725672261,1,0,0,1,0
304,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
305,1,0.04181151768990123,1,2,2.40164133167088,0,0,1,0,1
306,1,0.04181151768990123,0,0,1.583289667316068,0,0,0,0,0
307,1,0.04181151768990123,1,0,1.5433789576712016,0,0,0,0,0
308,0,0.04181151768990123,1,0,-0.16509643629298817,1,0,1,0,0
309,1,0.04181151768990123,0,0,0.49755053594406234,0,0,0,0,0
310,1,0.04181151768990123,0,0,1.0253688157535572,0,0,0,0,0
311,1,0.04181151768990123,2,2,4.631815484039328,0,0,0,0,0
312,0,0.04181151768990123,1,1,-0.12484966611715333,1,0,0,0,1
313,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
314,0,0.04181151768990123,1,1,-0.11981881984517397,1,0,1,0,1
315,1,0.04181151768990123,0,0,-0.49000458724548535,0,1,0,0,1
316,1,0.04181151768990123,1,0,-0.12484966611715333,1,0,0,0,1
317,0,0.04181151768990123,0,0,-0.36633028717216237,1,0,1,0,1
318,1,0.04181151768990123,0,2,2.6696184138711496,0,0,0,0,1
319,1,0.04181151768990123,1,1,2.0585376159218876,0,0,0,0,0
320,0,0.04181151768990123,0,0,-0.5021631365156051,0,1,1,0,1
321,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
322,1,0.04181151768990123,0,0,-0.3995338725672261,1,0,0,1,0
323,1,0.04181151768990123,1,1,-0.06447951085340105,1,0,0,0,1
324,0,0.04181151768990123,8,2,0.7515237544616504,0,1,1,0,1
325,1,0.04181151768990123,0,0,2.081343448242024,0,0,0,0,0
326,0,0.04181151768990123,0,0,-0.5225380639171214,0,1,1,0,1
327,1,0.04181151768990123,0,0,-0.3864536722600798,1,0,0,0,1
328,1,0.04181151768990123,1,1,-0.23502519947350126,0,1,0,0,1
329,1,0.04181151768990123,0,1,0.5186800902863755,0,0,0,0,0
330,1,0.04181151768990123,2,0,-0.18018897510892623,0,1,0,1,0
331,0,0.04181151768990123,0,0,-0.07454120339735977,0,0,1,0,1
332,0,0.04181151768990123,0,1,2.440127305651522,0,0,1,0,1
333,0,0.04181151768990123,2,0,-0.2858367468204927,0,1,1,0,1
334,1,0.04181151768990123,1,0,2.0414327385971576,0,0,0,0,1
335,0,0.04181151768990123,0,0,-0.48916745442582793,0,1,1,0,1
336,0,0.04181151768990123,1,0,0.692159768452294,0,0,1,0,1
337,1,0.04181151768990123,0,0,2.0585376159218876,0,0,0,0,0
338,1,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
339,0,0.04181151768990123,0,0,0.06632249221806222,0,0,1,0,1
340,1,0.04181151768990123,1,1,-0.12484966611715333,1,0,1,0,1
341,1,0.04181151768990123,3,2,4.644392599719277,0,0,0,0,1
342,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
343,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
344,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,1,0,1
345,1,0.04181151768990123,0,0,-0.3864536722600798,1,0,0,0,1
346,1,0.04181151768990123,0,0,-0.3864536722600798,1,0,0,0,1
347,1,0.04181151768990123,1,0,-0.32407117848753575,0,1,0,0,1
348,1,0.04181151768990123,1,1,-0.32809585550511927,0,1,1,0,1
349,0,0.04181151768990123,0,0,-0.4737388550789216,0,1,1,0,1
350,0,0.04181151768990123,0,0,-0.46241945096696807,0,1,1,0,1
351,0,0.04181151768990123,0,0,0.05626079967410351,0,0,1,0,1
352,0,0.04181151768990123,1,1,-0.5025817029254338,0,1,1,0,0
353,0,0.04181151768990123,1,0,-0.28986142383807617,0,1,1,0,1
354,0,0.04181151768990123,0,0,-0.502666221142803,0,1,1,0,0
355,0,0.04181151768990123,0,0,-0.4568855200677908,0,1,1,0,1
356,1,0.04181151768990123,0,1,0.45872850143245203,0,0,0,0,1
357,0,0.04181151768990123,0,0,-0.3864536722600798,1,0,0,0,1
358,1,0.04181151768990123,0,0,-0.48950150261828734,0,1,0,1,0
359,1,0.04181151768990123,0,0,-0.48950150261828734,0,1,0,1,0
360,0,0.04181151768990123,1,4,-0.08661523445011024,0,1,1,0,1
361,0,0.04181151768990123,1,0,-0.090221345057865,1,0,1,0,0
362,0,0.04181151768990123,0,1,-0.3571902456652303,0,1,0,0,0
363,0,0.04181151768990123,0,0,-0.5061878135331885,0,1,1,0,1
364,0,0.04181151768990123,1,0,-0.33614520954028626,0,1,1,1,0
365,0,0.04181151768990123,0,0,-0.5021631365156051,0,1,1,0,1
366,1,0.04181151768990123,1,0,0.8662270494627798,0,0,0,0,0
367,1,0.041811517689901226,0,0,-0.5025817029254338,0,1,0,0,0
368,1,0.04181151768829889,0,0,-0.4921014439716463,0,1,0,1,0
369,1,0.04181151768990123,0,0,0.7464929081896711,0,0,0,0,0
370,1,0.04181151768990123,1,0,0.4676170006257851,0,0,1,0,0
371,0,0.04181151768990123,1,0,-0.5173401935489125,0,1,1,0,1
372,0,0.04181151768990123,0,0,-0.48606442844527104,0,1,1,0,1
373,0,0.04181151768990123,0,0,2.081343448242024,0,0,1,0,0
374,0,0.04181151768990123,3,1,-0.22395733767514664,0,1,0,0,1
375,1,0.04181151768990123,1,0,1.005496972979239,0,0,0,0,0
376,1,0.04181151768990123,0,0,-0.5021631365156051,0,1,0,0,1
377,0,0.04181151768990123,0,2,3.608038267691529,0,0,1,0,0
